0,1,2
0.065,-70,0.003578588559248086
0.066,-70,0.0035786131943665346
0.067,-70,0.003578633850936055
0.068,-70,0.0035786511714753534
0.069,-70,0.0035786656947430482
0.07,-70,0.0035786778724926707
0.071,-70,0.0035786880835224437
0.072,-70,0.0035786966454565213
0.073,-70,0.003578703824623905
0.074,-70,0.0035787098443421277
0.075,-70,0.003578714891863303
0.076,-70,0.003578719124198485
0.077,-70,0.0035787226730014873
0.078,-70,0.003578725648663985
0.079,-70,0.0035787281437493217
0.08,-70,0.003578730235871751
0.081,-70,0.0035787319901107177
0.082,-70,0.0035787334610352206
0.083,-70,0.003578734694401269
0.084,-70,0.003578735728575177
0.085,-70,0.0035787365957270054
0.086,-70,0.003578737322831286
0.087,-70,0.003578737932506086
0.088,-70,0.0035787384437166
0.089,-70,0.003578738872365097
0.09,-70,0.003578739231785581
0.091,-70,0.0035787395331585764
0.092,-70,0.003578739785858927
0.093,-70,0.0035787399977474077
0.094,-70,0.0035787401754152595
0.095,-70,0.003578740324389214
0.096,-70,0.0035787404493034234
0.097,-70,0.0035787405540436083
0.098,-70,0.0035787406418679338
0.099,-70,0.0035787407155083656
0.0,-60,0.0
0.001,-60,2.4068175516776406e-05
0.002,-60,0.0002659643140816234
0.003,-60,0.0009416344371268283
0.004,-60,0.002107240939115233
0.005,-60,0.0036876049589251968
0.006,-60,0.005547344589222573
0.007,-60,0.007544139583689659
0.008,-60,0.009556918051909289
0.009,-60,0.011495812504506495
0.01,-60,0.013301792307245926
0.011,-60,0.014941654209754697
0.012,-60,0.01640171794050655
0.013,-60,0.017681904325019596
0.014,-60,0.01879086419155079
0.015,-60,0.019742288535804127
0.016,-60,0.020552282786668104
0.017,-60,0.021237601185063494
0.018,-60,0.021814530551287285
0.019,-60,0.02229824012498913
0.02,-60,0.02270245168014204
0.021,-60,0.023039320431104078
0.022,-60,0.02331944792134491
0.023,-60,0.02355197212749726
0.024,-60,0.023744697952770958
0.025,-60,0.02390424419968305
0.026,-60,0.024036192141407068
0.027,-60,0.02414522695847423
0.028,-60,0.024235267383242304
0.029,-60,0.024309581517586592
0.03,-60,0.024370888415839183
0.031,-60,0.02442144598230496
0.032,-60,0.024463126250409396
0.033,-60,0.02449747934696947
0.034,-60,0.02452578750742932
0.035,-60,0.024549110467511483
0.036,-60,0.024568323460164923
0.037,-60,0.024584148923631918
0.038,-60,0.02459718289526493
0.039,-60,0.024607916937267146
0.04,-60,0.024616756320801382
0.041,-60,0.024624035086811335
0.042,-60,0.024630028506407105
0.043,-60,0.024634963380630585
0.044,-60,0.02463902654804776
0.045,-60,0.02464237190781583
0.046,-60,0.024645126214430775
0.047,-60,0.02464739385706795
0.048,-60,0.02464926080014579
0.049,-60,0.02465079783144006
0.05,-60,0.024652063238833198
0.051,-60,0.024653105015802666
0.052,-60,0.02465396267834447
0.053,-60,0.02465466876160457
0.054,-60,0.024655250052555033
0.055,-60,0.024655728605182854
0.056,-60,0.024656122576506297
0.057,-60,0.024656446915002368
0.058,-60,0.024656713927474212
0.059,-60,0.024656933745804875
0.06,-60,0.024657114711266605
0.061,-60,0.02465726369093978
0.062,-60,0.024657386338229025
0.063,-60,0.024657487307349575
0.064,-60,0.024657570429913768
0.065,-60,0.0246576388603133
0.066,-60,0.02465769519540977
0.067,-60,0.024657741573073072
0.068,-60,0.024657779753305215
0.069,-60,0.02465781118502664
0.07,-60,0.024657837061059142
0.071,-60,0.02465785836339082
0.072,-60,0.02465787590044087
0.073,-60,0.024657890337738027
0.074,-60,0.024657902223176577
0.075,-60,0.0246579120078086
0.076,-60,0.024657920062960945
0.077,-60,0.02465792669432693
0.078,-60,0.024657932153567343
0.079,-60,0.02465793664786082
0.08,-60,0.02465794034776626
0.081,-60,0.02465794339369552
0.082,-60,0.024657945901241984
0.083,-60,0.024657947965567438
0.084,-60,0.024657949665013286
0.085,-60,0.024657951064073785
0.086,-60,0.024657952215843507
0.087,-60,0.024657953164032288
0.088,-60,0.024657953944624045
0.089,-60,0.024657954587242382
0.09,-60,0.024657955116274777
0.091,-60,0.02465795555179811
0.092,-60,0.024657955910340548
0.093,-60,0.02465795620550884
0.094,-60,0.024657956448504693
0.095,-60,0.02465795664854982
0.096,-60,0.02465795681323601
0.097,-60,0.0246579569488131
0.098,-60,0.024657957060426266
0.099,-60,0.024657957152311245
0.0,-50,0.0
0.001,-50,0.0001658444059493544
0.002,-50,0.0017177752582646624
0.003,-50,0.005729243831753139
0.004,-50,0.01213777311097171
0.005,-50,0.02020462151404192
0.006,-50,0.02904444756221886
0.007,-50,0.037910105587577375
0.008,-50,0.04628297488310229
0.009,-50,0.05386163670067103
0.01,-50,0.0605128224166952
0.011,-50,0.06621773702253626
0.012,-50,0.07102716092112588
0.013,-50,0.07502856156026867
0.014,-50,0.07832409588673975
0.015,-50,0.08101703689244809
0.016,-50,0.08320414317358105
0.017,-50,0.08497194821200064
0.018,-50,0.0863954831952832
0.019,-50,0.08753841248245126
0.02,-50,0.0884539156215893
0.021,-50,0.08918590122846294
0.022,-50,0.08977030739839455
0.023,-50,0.09023635291319132
0.024,-50,0.09060767182737936
0.025,-50,0.09090330494182905
0.026,-50,0.09113854498072452
0.027,-50,0.09132564460433878
0.028,-50,0.09147440206507011
0.029,-50,0.09159264113069637
0.03,-50,0.09168660159421534
0.031,-50,0.091761255320688
0.032,-50,0.09182056097101031
0.033,-50,0.09186766864237457
0.034,-50,0.09190508386153921
0.035,-50,0.09193479874738325
0.036,-50,0.09195839675418836
0.037,-50,0.09197713621604384
0.038,-50,0.09199201691931605
0.039,-50,0.0920038331111127
0.04,-50,0.09201321568229266
0.041,-50,0.09202066572002
0.042,-50,0.09202658118568008
0.043,-50,0.09203127812045557
0.044,-50,0.09203500749714193
0.045,-50,0.0920379686096005
0.046,-50,0.09204031970965891
0.047,-50,0.09204218645633334
0.048,-50,0.09204366862668864
0.049,-50,0.09204484544559847
0.05,-50,0.09204577981839228
0.051,-50,0.0920465216920682
0.052,-50,0.09204711072439062
0.053,-50,0.09204757840332366
0.054,-50,0.0920479497299591
0.055,-50,0.09204824455481292
0.056,-50,0.09204847863887135
0.057,-50,0.09204866449607227
0.058,-50,0.09204881206223799
0.059,-50,0.0920489292262062
0.06,-50,0.09204902225154378
0.061,-50,0.0920490961113835
0.062,-50,0.09204915475427908
0.063,-50,0.09204920131529017
0.064,-50,0.09204923828358015
0.065,-50,0.09204926763548489
0.066,-50,0.09204929094016757
0.067,-50,0.0920493094435054
0.068,-50,0.09204932413469447
0.069,-50,0.09204933579913212
0.07,-50,0.09204934506040442
0.071,-50,0.09204935241362328
0.072,-50,0.09204935825189535
0.073,-50,0.0920493628873374
0.074,-50,0.0920493665677625
0.075,-50,0.09204936948992791
0.076,-50,0.09204937181005421
0.077,-50,0.09204937365217648
0.078,-50,0.09204937511477543
0.079,-50,0.09204937627604237
0.08,-50,0.09204937719805935
0.081,-50,0.0920493779301177
0.082,-50,0.0920493785113537
0.083,-50,0.0920493789728405
0.084,-50,0.09204937933924952
0.085,-50,0.09204937963016908
0.086,-50,0.09204937986115201
0.087,-50,0.09204938004454662
0.088,-50,0.09204938019015732
0.089,-50,0.09204938030576856
0.09,-50,0.09204938039756105
0.091,-50,0.09204938047044195
0.092,-50,0.09204938052830765
0.093,-50,0.09204938057425147
0.094,-50,0.09204938061072972
0.095,-50,0.09204938063969255
0.096,-50,0.09204938066268836
0.097,-50,0.09204938068094641
0.098,-50,0.09204938069544286
0.099,-50,0.09204938070695264
0.0,-40,0.0
0.001,-40,0.0007974153563836476
0.002,-40,0.0075193843972094524
0.003,-40,0.02303830418494242
0.004,-40,0.04522798303718202
0.005,-40,0.0703463703555845
0.006,-40,0.09523123203841051
0.007,-40,0.117914444364344
0.008,-40,0.13748304343826792
0.009,-40,0.15373875946091828
0.01,-40,0.1668880645926609
0.011,-40,0.17732380028495792
0.012,-40,0.18549218025541023
0.013,-40,0.1918213623500906
0.014,-40,0.19668893857324915
0.015,-40,0.20041175089207916
0.016,-40,0.2032473092684537
0.017,-40,0.20540043646153408
0.018,-40,0.20703161520638105
0.019,-40,0.20826524577388839
0.02,-40,0.2091970134827499
0.021,-40,0.20990010068109277
0.022,-40,0.21043024560046886
0.023,-40,0.2108297692846763
0.024,-40,0.21113073150197206
0.025,-40,0.2113573770837693
0.026,-40,0.2115280174037941
0.027,-40,0.21165646920361833
0.028,-40,0.21175315032403313
0.029,-40,0.21182591158889744
0.03,-40,0.21188066693444146
0.031,-40,0.21192186990463327
0.032,-40,0.2119528735139748
0.033,-40,0.2119762017684788
0.034,-40,0.21199375438619164
0.035,-40,0.21200696106954686
0.036,-40,0.21201689771477505
0.037,-40,0.21202437392320517
0.038,-40,0.21202999888665153
0.039,-40,0.21203423098270777
0.04,-40,0.21203741510290283
0.041,-40,0.21203981074523962
0.042,-40,0.21204161315464304
0.043,-40,0.21204296923089636
0.044,-40,0.2120439894986878
0.045,-40,0.2120447571142848
0.046,-40,0.2120453346423108
0.047,-40,0.21204576915461795
0.048,-40,0.2120460960666518
0.049,-40,0.21204634202387893
0.05,-40,0.21204652707348273
0.051,-40,0.2120466662982977
0.052,-40,0.2120467710461379
0.053,-40,0.21204684985471003
0.054,-40,0.21204690914748908
0.055,-40,0.21204695375727356
0.056,-40,0.21204698732009233
0.057,-40,0.2120470125715649
0.058,-40,0.21204703156987578
0.059,-40,0.2120470458635293
0.06,-40,0.21204705661756593
0.061,-40,0.21204706470852072
0.062,-40,0.21204707079586707
0.063,-40,0.21204707537577
0.064,-40,0.21204707882152588
0.065,-40,0.21204708141399006
0.066,-40,0.21204708336446793
0.067,-40,0.21204708483193796
0.068,-40,0.21204708593601013
0.069,-40,0.21204708676667477
0.07,-40,0.2120470873916373
0.071,-40,0.21204708786183685
0.072,-40,0.21204708821559826
0.073,-40,0.2120470884817558
0.074,-40,0.21204708868200317
0.075,-40,0.21204708883266216
0.076,-40,0.21204708894601282
0.077,-40,0.21204708903129355
0.078,-40,0.21204708909545592
0.079,-40,0.2120470891437293
0.08,-40,0.2120470891800485
0.081,-40,0.21204708920737378
0.082,-40,0.21204708922793236
0.083,-40,0.2120470892433999
0.084,-40,0.21204708925503712
0.085,-40,0.2120470892637925
0.086,-40,0.2120470892703799
0.087,-40,0.21204708927533591
0.088,-40,0.21204708927906452
0.089,-40,0.21204708928187002
0.09,-40,0.21204708928398058
0.091,-40,0.21204708928556865
0.092,-40,0.21204708928676333
0.093,-40,0.21204708928766228
0.094,-40,0.21204708928833862
0.095,-40,0.21204708928884736
0.096,-40,0.21204708928923025
0.097,-40,0.21204708928951832
0.098,-40,0.21204708928973492
0.099,-40,0.212047089289898
0.0,-30,0.0
0.001,-30,0.0027726647702035097
0.002,-30,0.023295919244245285
0.003,-30,0.064490397842218
0.004,-30,0.1159211001572202
0.005,-30,0.16714090896028103
0.006,-30,0.2121420927776983
0.007,-30,0.2487980414603542
0.008,-30,0.2772540240089609
0.009,-30,0.29865742462500294
0.01,-30,0.3144185467221302
0.011,-30,0.32585856715672595
0.012,-30,0.3340802570671945
0.013,-30,0.3399486162169778
0.014,-30,0.3441173282112313
0.015,-30,0.3470688324879944
0.016,-30,0.34915368819901876
0.017,-30,0.3506239760690658
0.018,-30,0.3516596758399273
0.019,-30,0.35238866044111183
0.02,-30,0.3529014738077723
0.021,-30,0.35326207686943584
0.022,-30,0.35351557775947656
0.023,-30,0.353693752159172
0.024,-30,0.3538189658856442
0.025,-30,0.3539069525818555
0.026,-30,0.35396877598156506
0.027,-30,0.3540122138240699
0.028,-30,0.3540427327469184
0.029,-30,0.3540641744873814
0.03,-30,0.35407923860708534
0.031,-30,0.3540898219406912
0.032,-30,0.35409725722714475
0.033,-30,0.35410248083370255
0.034,-30,0.35410615062595985
0.035,-30,0.35410872879438277
0.036,-30,0.35411054005204184
0.037,-30,0.35411181252506674
0.038,-30,0.35411270648182547
0.039,-30,0.35411333451725363
0.04,-30,0.3541137757335721
0.041,-30,0.3541140857029867
0.042,-30,0.3541143034669526
0.043,-30,0.35411445645345613
0.044,-30,0.3541145639316033
0.045,-30,0.35411463943859794
0.046,-30,0.3541146924847854
0.047,-30,0.35411472975150365
0.048,-30,0.3541147559326169
0.049,-30,0.35411477432572236
0.05,-30,0.35411478724749235
0.051,-30,0.3541147963254668
0.052,-30,0.3541148027030461
0.053,-30,0.3541148071835085
0.054,-30,0.35411481033118264
0.055,-30,0.35411481254252847
0.056,-30,0.35411481409607287
0.057,-30,0.3541148151874894
0.058,-30,0.35411481595424593
0.059,-30,0.3541148164929179
0.06,-30,0.35411481687135304
0.061,-30,0.3541148171372162
0.062,-30,0.35411481732399397
0.063,-30,0.3541148174552116
0.064,-30,0.3541148175473963
0.065,-30,0.35411481761215924
0.066,-30,0.35411481765765734
0.067,-30,0.35411481768962133
0.068,-30,0.3541148177120769
0.069,-30,0.35411481772785286
0.07,-30,0.3541148177389358
0.071,-30,0.3541148177467222
0.072,-30,0.35411481775219233
0.073,-30,0.35411481775603526
0.074,-30,0.35411481775873477
0.075,-30,0.3541148177606315
0.076,-30,0.3541148177619641
0.077,-30,0.3541148177629002
0.078,-30,0.35411481776355785
0.079,-30,0.35411481776401976
0.08,-30,0.35411481776434434
0.081,-30,0.35411481776457243
0.082,-30,0.3541148177647327
0.083,-30,0.3541148177648452
0.084,-30,0.3541148177649243
0.085,-30,0.35411481776497994
0.086,-30,0.3541148177650189
0.087,-30,0.3541148177650462
0.088,-30,0.3541148177650656
0.089,-30,0.354114817765079
0.09,-30,0.35411481776508863
0.091,-30,0.35411481776509535
0.092,-30,0.3541148177651
0.093,-30,0.35411481776510306
0.094,-30,0.3541148177651055
0.095,-30,0.35411481776510717
0.096,-30,0.3541148177651084
0.097,-30,0.3541148177651092
0.098,-30,0.35411481776510983
0.099,-30,0.35411481776511
0.0,-20,0.0
0.001,-20,0.0073739146516641416
0.002,-20,0.05454042571378446
0.003,-20,0.1355190643490813
0.004,-20,0.22261174969851252
0.005,-20,0.29811849786297134
0.006,-20,0.3564757385709036
0.007,-20,0.39868803485811516
0.008,-20,0.4280263017042014
0.009,-20,0.44791829257924465
0.01,-20,0.46119669545766645
0.011,-20,0.4699727093245757
0.012,-20,0.47573613897586675
0.013,-20,0.4795056251286961
0.014,-20,0.4819644754398491
0.015,-20,0.4835656445481233
0.016,-20,0.48460714594914084
0.017,-20,0.48528411649266623
0.018,-20,0.4857239383999633
0.019,-20,0.4860096003247689
0.02,-20,0.4861950997103057
0.021,-20,0.4863155414947123
0.022,-20,0.48639373594367696
0.023,-20,0.48644449941626106
0.024,-20,0.4864774536768554
0.025,-20,0.4864988461987564
0.026,-20,0.4865127331213585
0.027,-20,0.48652174770973516
0.028,-20,0.4865275994237988
0.029,-20,0.4865313979799144
0.03,-20,0.48653386375160973
0.031,-20,0.4865354643649919
0.032,-20,0.48653650337455934
0.033,-20,0.4865371778285674
0.034,-20,0.4865376156378158
0.035,-20,0.4865378998334441
0.036,-20,0.48653808431364753
0.037,-20,0.48653820406545867
0.038,-20,0.4865382818000602
0.039,-20,0.4865383322599894
0.04,-20,0.48653836501508596
0.041,-20,0.48653838627742935
0.042,-20,0.4865384000794716
0.043,-20,0.4865384090388026
0.044,-20,0.48653841485458027
0.045,-20,0.4865384186297809
0.046,-20,0.4865384210803798
0.047,-20,0.4865384226711393
0.048,-20,0.48653842370374994
0.049,-20,0.48653842437404954
0.05,-20,0.48653842480916176
0.051,-20,0.48653842509160633
0.052,-20,0.4865384252749499
0.053,-20,0.48653842539396386
0.054,-20,0.48653842547121917
0.055,-20,0.4865384255213682
0.056,-20,0.48653842555392157
0.057,-20,0.4865384255750528
0.058,-20,0.4865384255887699
0.059,-20,0.48653842559767413
0.06,-20,0.4865384256034539
0.061,-20,0.4865384256072059
0.062,-20,0.4865384256096414
0.063,-20,0.48653842561122235
0.064,-20,0.48653842561224864
0.065,-20,0.4865384256129148
0.066,-20,0.4865384256133471
0.067,-20,0.4865384256136278
0.068,-20,0.48653842561381017
0.069,-20,0.4865384256139284
0.07,-20,0.48653842561400523
0.071,-20,0.4865384256140549
0.072,-20,0.4865384256140875
0.073,-20,0.4865384256141085
0.074,-20,0.4865384256141219
0.075,-20,0.48653842561413096
0.076,-20,0.4865384256141367
0.077,-20,0.4865384256141403
0.078,-20,0.4865384256141426
0.079,-20,0.48653842561414445
0.08,-20,0.48653842561414523
0.081,-20,0.486538425614146
0.082,-20,0.4865384256141465
0.083,-20,0.4865384256141468
0.084,-20,0.4865384256141468
0.085,-20,0.486538425614147
0.086,-20,0.486538425614147
0.087,-20,0.4865384256141473
0.088,-20,0.4865384256141473
0.089,-20,0.4865384256141473
0.09,-20,0.4865384256141473
0.091,-20,0.4865384256141473
0.092,-20,0.4865384256141473
0.093,-20,0.4865384256141473
0.094,-20,0.4865384256141473
0.095,-20,0.4865384256141473
0.096,-20,0.4865384256141473
0.097,-20,0.4865384256141473
0.098,-20,0.4865384256141473
0.099,-20,0.4865384256141473
0.0,-10,0.0
0.001,-10,0.015913953671465714
0.002,-10,0.10319382765581407
0.003,-10,0.2304308711329362
0.004,-10,0.34779922698306526
0.005,-10,0.4362217182161293
0.006,-10,0.4963345881176234
0.007,-10,0.5349794004866399
0.008,-10,0.5590497320020431
0.009,-10,0.5737706900036808
0.01,-10,0.5826779752627024
0.011,-10,0.5880336797796986
0.012,-10,0.5912419196641654
0.013,-10,0.5931595059129939
0.014,-10,0.5943041514881399
0.015,-10,0.5949868781532164
0.016,-10,0.595393902248944
0.017,-10,0.5956364921645072
0.018,-10,0.595781053954974
0.019,-10,0.5958671913029276
0.02,-10,0.5959185133510368
0.021,-10,0.5959490908017361
0.022,-10,0.5959673083329239
0.023,-10,0.5959781618970946
0.024,-10,0.5959846281401283
0.025,-10,0.5959884805257705
0.026,-10,0.595990775650792
0.027,-10,0.5959921430088707
0.028,-10,0.5959929576339372
0.029,-10,0.5959934429593546
0.03,-10,0.5959937320993441
0.031,-10,0.595993904358851
0.032,-10,0.5959940069850365
0.033,-10,0.5959940681261218
0.034,-10,0.5959941045518365
0.035,-10,0.5959941262529997
0.036,-10,0.5959941391817909
0.037,-10,0.5959941468843115
0.038,-10,0.5959941514732026
0.039,-10,0.5959941542071031
0.04,-10,0.595994155835865
0.041,-10,0.5959941568062241
0.042,-10,0.5959941573843298
0.043,-10,0.5959941577287451
0.044,-10,0.5959941579339356
0.045,-10,0.5959941580561808
0.046,-10,0.5959941581290105
0.047,-10,0.5959941581723996
0.048,-10,0.5959941581982496
0.049,-10,0.5959941582136498
